job_title,category,question
Data Scientist,Technical,Describe the trade-offs between different approaches to machine learning model selection for a Data Scientist.
Cyber Security Engineer,Technical,How would you design a solution for incident response in the context of a Cyber Security Engineer position?
Cyber Security Engineer,Experience,Describe a project where you used threat modeling and the role you played in it.
Interactive Media Specialist,Problem Solving,Here's a problem: how would you approach optimizing multimedia authoring tools for a large-scale Interactive Media Specialist system? (while ensuring accessibility).
Network Engineer,Behavioral,Have you ever had to persuade stakeholders about an approach to VPNs? What happened? (with limited budget and time).
Frontend Developer,Problem Solving,How would you break down a complex react hooks problem into smaller tasks for a Frontend Developer team?
Cyber Security Engineer,Problem Solving,"Given a scenario with secure coding practices failures, outline your debugging and mitigation steps for a Cyber Security Engineer role."
Information Systems Engineer,Leadership,How would you lead a team building a enterprise architecture feature from concept to production in a Information Systems Engineer context?
Frontend Developer,Behavioral,Describe how you manage competing priorities when working on responsive design tasks.
Backend Developer,Experience,What experience do you have with API versioning in past projects and what was the outcome? (for a legacy system).
Full Stack Developer,Leadership,How do you foster a culture of quality and security around RESTful API design in your team?
Interactive Media Specialist,Problem Solving,Propose a solution to improve performance optimization for media when faced with limited resources in a Interactive Media Specialist project.
Interactive Media Specialist,Problem Solving,How would you break down a complex interactive storytelling problem into smaller tasks for a Interactive Media Specialist team?
Computer Scientist,Leadership,How do you foster a culture of quality and security around distributed systems in your team?
Cyber Security Engineer,Problem Solving,How would you break down a complex vulnerability assessment problem into smaller tasks for a Cyber Security Engineer team? (considering performance at scale).
